dato,etiqueta
tú si que eres guapa yas,0
en un carnaval me vestí de novia con el traje de boda de mi madre y al verme la vecina dijo de mujer eres guapa,0
myrian no te he visto hoy pero no es porq hayas ido hoy sino porque tu eres guapa,0
no eres guapa pero tienes algo y yo le contesté es un bicho quítamelo,0
mandalo a la porra al brad pitt despues del choque tu eres guapa,0
eres guapa de cara,0
me ha dicho por privado q ha visto tus fotos y q eres guapa,0
tu si k eres guapa,0
eres guapa eh pero cuando sonríes no tanto,0
no eres guapa pero oye eres majica vamos maja,0
además del clásico eres guapade cara en todas sus variantes si vistieras normal seguro que ligarías un montón aunque bueno creo que el que me dijo nada más conocerme pareces nazi no lo oyó en su cabeza como lo oí yo y toda la mesa en el mundo real esto pasó sí,0
hala eres guapa y encima trabajadora no como las otras chicas procedí a lanzarle una mirada de wtf y él intentó arreglarlo con un me refiero a que ya sabes a las chicas normales les gusta que se lo den todo regalado y apenas tienen ambiciones sigo flipando,0
tu si que eres guapa,0
pero si tú eres guapa siempre,0
te va bien en la vida porque eres guapa,0
guapa que eres guapa,0
ando de buen genio como siempre y tu eres guapa poh,0
eres guapa de cara,0
por qué has cambiado el peinado el otro era monísimo y te daba más modernidad tú eres guapa y cualquier cosa te queda bien pero es que con el peinado anterior eras muy tú eres muy buena profesional,0
eres guapa de cara yo cagandome en sus dioses profundos,0
pero si eres guapa y buena no deberías deprimie,0
no eres guapa pero tienes algo en la cara,0
ay tú sí q eres guapa,0
porque eres guapa y te queremos,0
también eres guapa,0
eres guapa pero estás gorda,0
eres guapa pero es que estás gorda,0
cuando eres ordinaria y crees que eres guapa,0
mira qué eres guapa uwu,0
eres guapa,0
no eres guapa los cojones,0
tú no eres guapa pero eres muy atractiva by una hijadeputa en el instituto,0
y ese que te dicen no eres guapa pero eres resultona como lo traduces,0
eres guapa sin filtros,0
eres guapa mujer,0
tú si que eres guapa,0
no eres guapa pero eres intelectualmente atractiva,0
eres guapa jodia,0
hola corazón espero tu estado de ánimo esté mejor no impoa cuan grande es tu problema dios te saca adelante eres guapa y lo mejor de todo dios te ama,0
eres guapa pero no tanto como x en fin,0
jajajajajala trepa está desbordadapor qué te lías con un hombre casado no los tienes libres eres guapa que necesidad de estés rolloslo siento no te creópienso que te interesa todo esto y así te ponen de colaboradora en sálvamees lo que buscas no,0
eli amor eres guapa y sexy eso está muy claro,0
encuentro inecesario este comentario por pae de él le puedes joder la autoestima a alguien que la tenga muy baja y es bastante feo decir eso opino además que tu eres guapa tanto por redes fotos etc que en persona,0
tú si que eres guapa susurra sonriendo,0
que eres guapa coño,0
tú si que eres guapa,0
que grande eres guapa,0
tú sí que eres guapa,0
lo siento pero eres guapa y prefiero no creee nada,0
más aún si eres guapa cómo es tu caso una pena que haya babosos que solo piensen en esta opción para las chicas guapas,0
no se si pueda algunas son foráneas o extranjeras eres guapa y me gustaría conocee,0
eres guapa melbb tqm,0
siempre eres guapa,0
tú eres guapa hasta con la cabeza afeitada que lo sepas buenos días ana gracias por estar siempre al pie del cañón,0
que si eres guapa,0
no que tú eres guapa í,0
de donde eres guapa,0
carnalita eres unica e inigualable eres una mujer maravillosa super chingona con un buen corazón eres guapa y atractiva eres una super mamá y me siento muy orgulloso de ti y de como eres te quiero un chingon hermana y que aquí está tu hermano que te quiere un chingo,0
si lo eres guapa,0
no seas tonta tu no tienes culpa de eso muchas veces la memoria es selectiva por eso yo olvido la mitad de los temarios dejo ir una leve carcajada nunca es tarde para queree eres guapa lista y seguro que eres más fuee de lo que te imaginas,0
naaaaaaaaaaah no eres guapa eres lo q le sigue,0
si que eres guapa,0
cuando eres guapa pasas por muchas cosas muy duras no,0
eres guapa soy d panama,0
yo jamas te abandonaria eres guapa y estas loca,0
eres guapa se te ve apañá y vas bien servida de inteligencia oye pero abuela tampoco te hace falta jajaja,0
y recuerden no porque alguien no te quiera significa que no eres guapa graciosa o digna de elegir tú eres increíble sólo no era el momento no te culpes,0
eso de que no eres guapa es envidia no le hagas caso,0
eres guapa eres perfecta eres vos,0
eres guapa suee de tu novio u esposo,0
tú ya eres guapa mani el filtro es prequel app,0
marina gracias tú si que eres guapa,0
no te bloqueo porque eres guapa sino te bloqueaba la verdad,0
tú si que eres guapabuenas noches,0
tu si que eres guapa,0
tu si que eres guapa bebita,0
a eurovisión guapa que eres guapa,0
hola eres guapa te voy a simpear,0
mi niña linda tu si que eres guapa,0
tú eres guapa sexi y supongo que estás buena eres la excepción que confirma la regla,0
ooohh pero mira que eres guapa gracias por ese piropo desde que me cerraron la wilson no he tenido valores pa ná me has subido el ánimo,0
jajajajaja muy bueno lucía tu eres guapa por fuera y por dentro que es mas impoante cuidate y sueña bonito,0
aaaa tu si q eres guapa reina,0
tú si q eres guapa te como,0
eres guapa con ropa sin ropa y de todas formas,0
tú sí que eres guapa,0
eres muy guapa de cara eres guapa pero poco,0
no eres guapa eres resultona al final se casó con la resultona cada vez que me dice guapa se lo recuerdo,0
k sii laura que eres guapa lista graciosa y tienes el culo gordo k sii laura k sii,0
aitana te gusta ser la amante para creee impoante vemos shingeki pero solo eres guapa a mis ojos te admiro aity alguna vez te has besado con una amiga,0
hola porque tan molesta de dónde eres guapa se puede saber kizas yo te pueda invitar y alegar tu día y el fin de semana,0
aaay tu si que eres guapa,0
mi novio no eres guapa pero a mí me gustas,0
tú si que eres guapa isa lindísima,0
tú si que eres guapa mi amor,0
tu si k eres guapa madre,0
tú eres guapa siempre hasta recién levantá que te he visto yo con estos ojos hasta de resaca de un festival hasta con el pelo verde,0
motivos para no tirae por la ventana eres guapa cantas bien,0
no eres fea pero no eres guapa un novio se esmeró el chiquillo,0
eres guapa lista y con móvil grande puedes hacer lo q quieras,0
tu si k eres guapa lau,0
tu eres guapa y lo sabes guapa y mala y eso es un plus es mi libro para hacer un carajo,0
tu si q eres guapa,0
patiño preguntó no sé porqué me dicen tapón ya te lo digo yo qué veo qué no lo sabes porqué eres muy muy bajita y te debes de creer qué eres guapa y enseñas siempre lo mismo la ropa interior eres un callo patiño entiendes qué es ser un callo,0
si eres guapa sera comunista,0
tu si k eres guapa,0
si eres guapa y más,0
tu si que eres guapa cojones,0
tú siempre eres guapa abrazo y feliz juebebes,0
muy de acuerdo contigo sentimiento de pena este trozo de la historia tu si eres guapa e interesante ima constantine,0
tú si que eres guapa,0
eres guapa y punto,0
si eres guapa,0
eres guapa y ya,0
sí para llegar a lo más alto del armario o de la cocina es super útil pero ser pequeña no te hace inferior cercer además eres guapa,0
y además eres guapa,0
de dónde eres guapa,0
no solo el alma mi amor enterita eres guapa,0
mi vida q tengo miedo a perdee es q te kiero mucho aina eres guapa lista diveida y tmb me alegro de habee ayudado en tus problemas tanto como tu me has ayudado en los mios esq eres la mujer de mis sueños,0
pero paula tu eres guapa siempre,0
eres guapa y vas preciosa miamor,0
eso depende de el punto de vistadesde mi punto de vista si que eres guapa así que no es mentirano,0
más que guay es que eres guapa así que no seas dramas xddd,0
cristina estas muy bienvestidaeres guapay una gran profesionalbuenas tardes,0
esqe eres guapa mejota normal qe se te declren los niñoss,0
que si que ya nos hemos enterado que eres guapa vale,0
tú eres guapa siempre,0
pues si ya eres guapa con labios hidratados aún más guapa,0
eres guapa no lo siguiente lt3,0
si la novia va a hablae a la defensiva para q saques de mejos a su novio porq subes fotos tuyas ya sabes que eres guapa,0
no tiene nada que ver que una persona que conoces y con la que tienes confianza te haga un cumplido con que una persona que no conoces y que no sabes que es lo que puede hacer te grite por la calle que eres guapa,0
tú sí que eres guapa mi niña,0
pero eres guapatr iba a pasar igual,0
piensa que por lo menos eres guapa e inteligente,0
a gritos hola guapaaa paso es broma no eres guapa hoy me ha hecho gracia pero otro día puede hundir estas cosas no deberían pasar y pasan todos los días,0
tu si que eres guapa txula,0
pero mira que eres guapa,0
jajaja y que hice para merecer esosolo bromeoeres guapa sin duda pero no me he desubicadoo si,0
por eso eres guapa y lista,0
tú si que eres guapa,0
qué linda eres guapa,0
tú sí que eres guapa,0
tu si ke eres guapa mi amor,0
que no eres guapa debería hacérselo mirar la tipa,0
eres guapa siempre mi niña,0
tú sí eres guapa,0
esta noche he soñado con mi madre eres guapa y buena le decía yo era ella luego despiea me ha venido a la cabeza pongamos que hablo de madrid y he buscado esa foto flores y luz como a ella le gustaba y madrid en una primavera inolvidable como ella guapa y buena,0
tú sí que eres guapa hijaaaa,0
pov si no eres guapa no tienes buena nota en educación física,0
tú si que eres guapa feliz juevesmañana te veo en tcms,0
ay tú sí q eres guapa tamo,0
es que eres guapa inés independientemente de tu personalidad que obviamente es un plus pero es que eres objetivamente guapa tía todo lo objetivo que puede ser algo como la belleza xd,0
tú sí que eres guapa jodía,0
tú sí q eres guapa,0
si eres guapa,0
tu si que eres guapa,0
qué mentirosa eres así como eres guapa para decir sandeces te invito si la materia gris te da a que revises la data de la pnp y digas públicamente si es cieo que las cárceles peruanas están repletas de venezolanos no mientas,0
eres guapa pareces lista enhorabuena,0
ok si lo eres guapa entonces,0
pero sí eres guapa,0
sí eres guapa en la ducha imaginate preparada,0
eres guapa hermosa,0
eres guapa recien somos mutuals,0
hola hola de donde eres guapa,0
tú sí que eres guapa te como la cara,0
jajaj no cómo crees si eres guapa,0
lamento si no te gusta que te digan que eres guapa es una realidad pero comprendo si tienes algún problema personal con los halagos pero no se debería generalizar es mi opinión,0
eres guapa amiga,0
pues no te quedan mal estás bastante guapa pero claro vas con el plus de que ya eres guapa de por sí,0
también tú lo eres guapa,0
tú sí que eres guapa,0
le está soltando cosas super superficiales eres guapa torpe vistes guayno la conoce de nada lol q mierda de romántico tiene que te digan que eres follable,0
eres guapa y preciosa,0
jajaja chica eres guapa hasta en windows jajaja,0
me gusta porque eres guapa inteligente sensata con aspiraciones qué haces con el rabo afuera observadora,0
sí eres guapa así que que peli vemos,0
eres guapa k es diferente te quiere tu hermanastro,0
eres guapa y estarás monisima con lo que te pongasestamos deseando vee guapaaa,0
tú si eres guapa reina lt33,0
tu si q eres guapa coño,0
tú si k eres guapa tkm,0
de dónde eres guapa,0
no eres guapa eres preciosa y tienes un cuerpazo que te lo comia d arriba a abajo asi que te callas dejas de desvariar y te vas a dormir,0
no eres guapa apenassss,0
tú sí que eres guapa,0
tu si que eres guapa stud,0
pues no es tu caso tu eres guapa ni te rayes,0
tmr pq eres guapa weona 3namoraaas,0
lo eres guapa,0
mami eres guapa,0
mi vida tu eres guapa todos los días,0
tu si que eres guapa itzi,0
tu si que eres guapa mica,0
solo eres guapa pq tienes los ojos claros y,0
el pez es feo sí tu eres guapa lt3,0
qué grande eres guapa,0
dios tu si que eres guapa,0
tú sí que eres guapa cosica linda,0
guapaque sepas que eres guapa por fuera pero mucho más por dentro un besazo,0
madre mía tu si que eres guapa te comía la boquita aquí y ahora bb,0
tú eres guapa xvdentro y por fuera pd me encanta el color de labios,0
es q eres guapa,0
debes ser fiel a tus ideas por otro lado si eres guapa,0
eresguapamellamomanolo,0
tú sí que eres guapa,0
tú si que eres guapa mi amorrrr,0
eres guapa cariño,0
eres guapa,0
claro q es lo primero q entra por los ojospero me refiero q no te van a preferir si estás delgada o si estásbuena o si eres más guapa o nocada persona te quiere por como eres no si estás rellenadelgada o si eres guapalas personas te tienen q querer seas como seas,0
mira q eres guapa,0
eres guapa,0
y que sin entrar en opiniones personales tu piensas que eres guapa pero la belleza esta tb en los ojos que miran acepta los piropos pero tb que no eres guapa para todo el mundo y deja de quejae por ello se mas humilde anda,0
mejor pq significa q eres guapa,0
eres guapa,0
tú sí que eres guapa bomboooon,0
tú también eres guapa mi amor,0
tu si que eres guapa hijamia,0
si estás culero y traes una playera de fútbol de 2200 te vas a ver culero si eres guapa y traes un vestido de shein de 100 te vas a ver guapa buen día bros ánimo,0
me alegra vee buena amiga mi mujer te manda un montón de besos porque ella también sigue en lucha menudo escuadrón formáis las dos que tiemble el enemigo que sois guerrilleras de armas tomar pintate los ojos que eres guapa leche vaaaaammoooos y un abrazo,0
tu si quw eres guapa cielo,0
jan se te da genial manipular no tienes control de la ira te aprovechas de los demás eres guapa pero mala tuviste una aventura con alguien más joven que tú intentaste emprender un negocio pero no funcionó no sabes estar sola te gustan los tíos idiotas,0
esa cara ese pelo guapa q eres guapa,0
seño imposible que no tengas novio porque eres guapa,0
no pasa nada a ti eso t sirve eres guapa,0
yo me la comía y si me permites a ti también leñe que eres guapa también,0
hasta que tú quieras además eres guapa,0
tú si que eres guapa,0
eres guapa a rabiar,0
tú si que eres guapa,0
tu si q eres guapa,0
tu eres guapa con todo,0
eres guapa,0
te doy fav porque eres mi streamer fav cacho rima y encima eres guapa,0
no impoa el color a ti te luce todo cambio eres guapa,0
porq eres guapa,0
q dices tú de q no eres guapa,0
pues pq eres guapa,0
buenas tardes mi querida patricia aunque tú eres guapa ya sí tocaba pelu my bien así es cariño cn poquito somos felices yo he dicho q como stoy en la playa d relax no cocino hy me he comprado en la tienda d las comidas canelones q alegría da poner la comida echa y miro el mar,0
es q encima de q eres guapa tu rollo gtgtgtgtgt,0
tu si q eres guapa,0
no necesitas cambiar nada de tu cuerpo no ta falta nada ni te sobra nada eres guapa así como eres,0
ole tú mi reina tú si q eres guapa jajajajajajajaja,0
tu si que eres guapa,0
eres guapa con tudo pero no te veo con esse estilo oye noooo,0
en la fiesta india con el conjunto rojo estaba súper guapa eres guapa te pongas lo que te pongas,0
yo prefiero rizado pero eres guapa de las dos formas,0
tu si q eres guapa cojone,0
porque eres guapa,0
macho es que eres guapa no sé que dices,0
k emoción creo k cualquiera k tenga corazón s ha puesto a llorar al verlos juntos d nuevo increíble tanto tiempo perderían la esperanza gracias x t labor y t gran corazón si eres guapa x fuera x dentro muchísimo más,0
tú si q eres guapa,0
esq literalmente a lo largo de la historia d las peliculas y series se ha creado un perfil fijo en las chicas adolescentes o eres guapa y mala o tonta o eres fea y buena y súper inteligente parece q no se puede ser guapa lista y buena persona al mismo tiempo xdd,0
tu si que eres guapa tio,0
eres guapa no lo siguiente bue en el diccionario lo siguiente es guarra,0
tu eres guapa cn lo q t pongas lt3,0
eres guapa sin querer,0
tú si que eres guapabombón no sabía que habías retomado esta cuenta,0
y aún así eres guapa,0
tú sí que eres guapa irónica,0
tú sí que eres guapa,0
eres guapa d to las maneras hija,0
te amo tu si q eres guapa,0
tú sí que eres guapa,0
eres guapa pero para alguien más,0
hola baby de donde eres guapa,0
de dónde eres guapa,0
eres guapa profe saludos,0
jelty es guapo y tú eres guapa coincidencia no lo creo,0
tu sii q eres guapa,0
hola te llamas guapa porque eres guapa,0
tú eres guapa,0
de donde eres guapa,0
eres guapa,0
bienvenida eres guapa,0
está claro que cuando eres joven buscas mimos en la primera cita yo perdí ese tren ahora busco algo más de si eres guapa o rica o graciosa colecciono historias,0
he visto la foto que tienes del 1 de enero he de concluir que eres guapa,0
no eres guapa eres horrenda mente hermosa un suculento bombón jarocho mmmmhhh chiquita mami,0
zoe hija mía así no se puede vivir tía déjale no sé qué pasará después y eso que eres guapa nosotros lo que le pasará al siguiente,0
ostia pq eres guapa y mora sino el olor que deberías de echar sería interesante,0
en todo momento eres guapa cariño,0
eres guapa por naturaleza crys es lo que hay claro pero siempre me acabo liando supongo que eso tendrá que cambiar,0
no porque eres guapa,0
ferocidad su mandíbula se tensó y su paciencia se esfumó no podían decir que no lo había intentado por las buenas eres molesta hasta cuando intento pensar que eres guapa se quejó pero solo le hizo pegarse más de la pared su pierna bloqueaba ahora que,0
porque será si eres guapa,0
tú sí que eres guapa,0
eres guapatú lo sabesnada más,0
pd eres guapa,0
amiga sigue soltera para que quieres un hombre en tu vida eres guapa estás triunfando,0
tu si q eres guapa,0
tú sí q eres guapa coño,0
esk tu ya eres guapa d por si no t hace falta el filtro ese,0
que chicas que no conoces te digan que eres guapagtgtgtgtgt,0
tu eres guapa siempre,0
tú si que eres guapa,0
tu si q eres guapa,0
eres guapa que nadie diga lo contrario nunca,0
eres guapa tela devo al natureison,0
lo más gracioso que me has dicho jamás es que eres guapa,0
tú si que eres guapa bombón,0
aaaaaaa te comoooo tu si que eres guapa,0
lo bueno es que cuando eres guapa los camilleros mágicamente hacen su trabajo y mueven tus pacientes y los de rx van en chinga bueno ese consejo les doy,0
tú icón dice lo contrario eres guapa,0
tu si que eres guapa te amo,0
tu si q eres guapa d lt3333,0
eso es porq eres guapa subnormal,0
suspendo mates rubén y fernando maa piensa que eres guapa dios no da dos bendiciones a la misma persona,0
yo te invito reina tú si que eres guapa mare,0
que no sabesque no eres guapa yo creo que si,0
tu si q eres guapa amor,0
eres guapa,0
pero da igual eres guapa,0
ni de c0ña eres guapa y punto pelota,0
eres guapa,0
d verdad pero si eres guapa,0
pero mira que eres guapa j0día,0
ha dicho que no eres guapa,0
tú sí que eres guapa,0
jajsksj pero eres guapa nay,0
mandona que pesada eres guapa no hay más ciego que el que no quiere ver si no tienes hijos no tienes nada porque luchar no es tu lucha es la lucha de las personas que estamos en contra de las injusticias pero con los niños no,0
tu si que eres guapa reina,0
tú sí que eres guapa,0
esque mira que eres guapa,0
ja jaj a eres guapa pero muy bandida eeeeee,0
tu si que eres guapa,0
tu si que eres guapa michica,0
como ya eres guapa deformate,0
flaquita eres guapa e inteligente se que eres conflictiva pero cojuda estoy segura que no lo eres como vas a escribir semejante cojudez al estilo castillo lo mejor que puedes hacer es hechae color blanco sobre el rojo y volvee naranja,0
eres guapa hasta meando me cago en todo los dioses,0
tú sí que eres guapa mozaaaaa,0
tú si que eres guapa reina tengo ganas de vee y comer toitas,0
callate anda eres guapa,0
eres guapa todos los dias callate anda,0
te amo claudia tú si que eres guapa,0
eres guapabuen día,0
y me vi al espejo con todos mis años y mis kilos de mas y una que otra imperfección pero saben algo me gustó lo que vi frente a ese espejo y me dije eres guapa mujer a pesar de que tu cuerpo ha dado vida varias veces eres guapa,0
mira que eres guapa,0
no eres guapa ni na,0
eres guapa,0
mamá te has maquillado si estoy guapa tú no dices que lo que impoa está en el interior entonces xq te maquillas tú ya eres guapa sin eso que te pones 6 años y una personalidad y coherencia más fuee que la de su madre de 39 años,0
eres guapa bonita ermosa y buenos dias q t la pases bien,0
de qué país eres guapa,0
tu si que eres guapa,0
tu si q eres guapa,0
tú si que eres guapa mi niña lt3,0
no te enfades maika que te conozco las leonas somos así yo también lo leí eres guapa y punto que más da feliz maes bombón,0
el de latex tu si que eres guapa bombon,0
paloma tú eres guapa con cualquier look,0
tú si que eres guapa feliz maes ma ángeles,0
buenos días maa tú sí que eres guapa muy feliz maes,0
es que mira que eres guapa eh,0
tú si que eres guapa,0
tu si q eres guapa cuñi,0
ay dio tú eres guapa,0
en realidad tu eres guapa,0
no pasa nada eres guapa igual,0
eres guapa pero la maldad que llevas dentro es horrible,0
porque tú eres perfecta eres guapa inteligente buena amable simpática hasta hueles bien y yo ya sabes cómo soy ya lo viste lo único que quiero es que seas feliz y no sé si lo estoy consiguiendo o lo conseguiré algún día lo único que sé es que te quiero,0
y tú no eres guapa mira a ver,0
mira que eres guapa,0
como eres guapa,0
tu su q eres guapa y yo si q te amo,0
pero si eres guapa licht animo ctm,0
guapa q eres guapa,0
otro otro tengo que aprovechar que esta noche estoy inspirada eres guapa eres graciosa inteligente pero te faltan 2 dientes,0
tu si k eres guapa mi vida,0
hermosa mamea eso es lo que eres guapa,0
tu si que eres guapa,0
no lo eres guapa sos re válida mira,0
tu si q eres guapa,0
tú si que eres guapa,0
ojalá que si te sacas la chucha por tus hijas eres muy buena mamá tienes tremendos logros y eres guapa ánimo,0
mira que eres guapa,0
siempre eres guapa shut up,0
si te dicen fea responde diría que eres guapa pero mi madre me enseñó a no mentir,0
tú si que eres guapa,0
eso venía a decir de nena tú eres guapa siempre,0
mira que eres guapa,0
tu si que eres guapa,0
eres guapa,0
tu si q eres guapa cerda,0
pero tía no te has visto en serio para que vengas a criticar a cris jajaja que no eres guapa vale así que quien te lo haya dicho seguro era alguien cercano a ti y por no hacee sentir mal te lo dicen,0
tu si que eres guapa,0
ay carol tú sí que eres guapa,0
lo impoante es que eres guapa el feed da igual,0
tu si eres guapa,0
tú si q eres guapa laura,0
de donde eres guapa,0
tú eres guapa yo no sé distinguir lo que es real de lo q no we not the same,0
eres guapa,0
dos tres de cualquier modo tu siempre eres guapa,0
tú ya sabemos q eres guapa ainhoa,0
tú sí q eres guapa mi amor,0
es q eres guapa mami,0
mira que eres guapa,0
de donde eres guapa,0
eres guapa hasta con la bata de mi abuelo,0
eres guapa sí sí,0
si eres guapa eso se dice eso es así,0
tú sí que eres guapa carme,0
que lindo es ver jugar a uruguay como tiene que jugar,0
pero que lindo ver a uruguay con esa ambición para la celeste del tornado,0
miren que lindo el protegido de la bachelet,0
que lindo mirarme al espejo y estar con el autoestima re altooo,0
que lindo esta jugando el fideo lpm,0
qué lindo soñado ver a uruguay motivado lo estarán celebrando los alumnos jajja arriba uruguay,0
que lindo disfrutar un paido así loco lpm,0
qué lindo gatito nos recordó a este autorretrato con gato 1928 de leonard tsuguharu foujita,0
a pesar d que te pusiste asi por una boludes que lindo la pase,0
fa que lindo no tenér que ir a la escuela no ir a rendir en diciembre la terminé pero extraño un montón el título va a tener que esperar un añito más guardado para irme a estudiar porque puesssss ahora viene ampi en camino,0
qué lindo como lo gana uruguay genteee,0
que lindo sería ver a semesi jugando hoy,0
que lindo que es cuando las cosas son privadas,0
que lindo ver a la selección así,0
que lindo día para estar en el estadio centenario,0
el esta muy enamorado que lindo tu,0
que lindo ver este uruguay merecíamos un cambio,0
qué lindo ver a uruguay jugar así cheeeeeee,0
todos corren todos meten huevo fútbol colectivo que lindo todo,0
que lindo estar con alguien que demuestre interés que te diga todo el tiempo que te extraña que viva subiendote el autoestima a pesar de tus inseguridades que te llame para escuchae o saber como estuvo tu díaque te haga reír que se preocupe pero sobre todo te apoye,0
así da gusto uruguay que lindo que lindo,0
que lindo ver a uruguay jugar asi,0
ayyy qué lindo leer eso,0
que lindo uruguay,0
que lindo es ver a uruguay,0
que lindo el fobal sin vecino,0
que lindo es ver al kempes lleno hermoso lo que genera la selección,0
que lindo ver a uruguay así lpm,0
que lindo primer tiempo,0
que lindo entrenar despues de tanto,0
tres golez tres dios que lindo dia para las uruguayas louies y harries,0
por fin me da emoción ver a uruguay que lindo todo,0
que lindo es verlos a ellos y a los demás riverplatenses en la selección,0
esto es un baile que lindo,0
que lindo ver ganar a uruguay asi de tranquilo hacia tanto que no pasabaaa,0
que lindo es ver a jugadores como valverde que los hagan jugar como en sus clubes,0
que lindo ver a la selección así,0
que lindo ver un paido de uruguay tranquilo,0
que lindo ver esto adentro del estadiouruguay y lpmmm,0
llegamos con 5 o 6 jugadores al ataque aun ganando que lindo todo lpm,0
que lindo ver jugar así a la selección da gusto,0
justo el gol que lindo cavani,0
que lindo vee así uruguay q lindo lpm vamooo arribaa,0
que lindo este uruguay,0
que lindo que es cavani realmente eh que hombre la cachucha ardiente ah re,0
que lindo ser uruguaya carajo,0
se me eriza la piel que lindo estas jugando uruguay,0
que lindo están flojísimos en la defensa pero que lindo que estemos buscando marcar y marcar,0
que lindo todo viva el amooooor,0
que lindo es que él sepa y tenga claro que él es el que cocina y yo soy la que como jajaja me encanta,0
que lindo que estás hooooy uruguaaaay,0
que lindo es ver a la selección,0
go little rockstar no sé quién tomó la foto pero que lindo fue,0
que lo pario bo que lindo volver a gritarlos,0
que lindo ver a uruguay así ya era hora,0
que lindo el ratio,0
que lindo ver a uruguay así,0
que lindo lo que están jugando,0
que lindo ver la selección así,0
mami qué lindo es,0
que lindo que está scaloni por dios,0
que lindo paidooo te amo uruguay,0
que lindo es ver a uruguay jugar así,0
louis que lindo eres,0
me volvieron las ganas de gritar goles que lindo que se juegue a otra cosa,0
ayuda que lindo,0
que lindo gol de chilena con la pija,0
cavani si como te tengo feque lindo gollll,0
que lindo que jugas fideo,0
que lindo gol de chancleta dice mi vieja jajajaja descanso,0
que lindo que estas uruguay,0
que lindo recibir clases con el sonido de los pajaritos y el viento a todo dar,0
que lindo uruguay no ma,0
que lindo ver a la celeste así,0
movete lucho que están jugando al fútbol jajajjajaque lindo todo esto che,0
que lindo vee así uruguaaaaaay,0
qué lindo pescar al iguazúsalta de en,0
fiestaaaaa que lindo es ver fútbol,0
que lindo ver a la argentina asi d,0
que lindo se veía juanfer en esa foto,0
que lindo ver jugar así a la selección,0
que lindo este uruguaaay,0
que lindo se siente tener amig que se preocupan por uno,0
que lindo juega argentinaa papá,0
que lindo mirar uruguay sin sufrir,0
que lindo verlos jugar así,0
miren que lindo esta,0
que lindo ver como esta selección es tan unida al punto que hasta los que no pueden jugar apoyan y estan atentos a todo,0
que lindo este uruguay,0
que lindo vee así uruguay lpm,0
que lindo es ser uruguayo jaja,0
que lindo el estadio lleno,0
que lindo ver a este uruguay,0
que lindo es ser de uruguay loco,0
ay que lindo hubiera sido,0
que lindo que le pegas fideoooo pie de angel,0
crack josé qué lindo proyecto que fue mimic me alegra leer eso espero nos crucemos más adelante y vos me enseñes,0
que lindo vee tan ocupada aquí mientras doy la hora se agradece,0
que lindo vee así uruguaaaaaay,0
que lindo folclore es ver los paidos de argentina con nuestra hinchada te volves locoooo,0
que lindo ver a uruguay así,0
que lindo que juega angelito,0
ayuda que lindo anto,0
que lindo escuchar el himnoo,0
felicitaciones ale que lindo,0
que lindo este uruguay genteeeeeee,0
que lindo día aaa,0
que lindo la selección y picada,0
necesito que lindo cante home por favor,0
que lindo sonríes bésame lt3,0
le habla mal de mi y luego se me declara que lindo sin contexto,0
que lindo trabajo,0
ay que lindo yo quiero,0
que lindo futbol tiene mi seleccion,0
que lindo es el arquero de uruguay que lo parió,0
otro sueldo que bancamos los argentinos a funcionarios inoperantes que viven viajando al exterior y como reyes en sus casa y cosas privadas que lindo que explote el congreso la casa rosada y el senado,0
ve qué lindo tengo que desayunar ahuevo pues,0
que lindo sabes que coe te queres hacer,0
que lindo tu hijo feliz cumple,0
que lindo es ser consciente de tus procesos mentales,0
que lindo animarse a hacer algo que quería hace mucho tiempo y que salga bien,0
que lindo que es vivir en la república de mendoza mira ese atardecer,0
que lindo es el rubio de los backstreet boys,0
que lindo ver a uruguay jugar al fútbol y sin dudas que se puede jugar mucho más,0
que lindo baile le esta dando la selección argentina a la selección colombia,0
lucho daz que lindo eres,0
que lindo cómo está uruguay,0
qué lindo ver a esta selección,0
que lindo que es cuando alguien se preocupa por vos,0
que lindo juega la selección por favor,0
que lindo que sos papu hijo de puta,0
soy fan de que se juegue en buenos aires pero que lindo es también verlos en el interior,0
que lindo imagínate con tanto frío a votar todos,0
que lindo fue ir a la plaza a tomar mates mientras hablamos de la vida con ari y ludmi,0
que lindo es ver los paidos de la selección parecen un grupo de amigos que juegan al baby,0
que lindo centro tiraste huevo,0
que lindo fue dormir la siesta abrazando a mi rubio pordioooo,0
que lindo ver a la selección,0
que lindo la vacuna que le pusieron la compró la silenciosa cfk y su gobierno si hubiera sido por ustedesque se muera quien tenga que morirno o le inyectaban baldosas,0
que lindo te queda el amarillo,0
que lindo el atardecer rojo fuego lástima el olor a humo que le acompaña,0
jajajajajajajajajajajjajajajaja pobre los covilovers se les termina su nueva personalidad qué lindo ahora se van a ver mucho problemas mentales de los covilovers y sus bakuditas,0
mi finde empieza el juevesque lindo,0
que lindo mi hermano le pagó una bicicleta a una y se la terminó cojiendo el primo,0
ay por dios que lindo,0
interesante todo como van creciendo poco a poco que lindo,0
que lindo es ver a la selección,0
que lindo como los de albiceleste hacen rodar el balon,0
que lindo todo este hilo somos las cosas que amamos a veces lo entendemos tarde pero si lo entendemos se abren todas las pueas de par en par y uno puede empezar a tener paz consigo mismo,0
estoy basta que lindo,0
que lindo están jugando lpm,0
que lindo es vee argentina,0
que lindo varón joe lovejot súper britanico,0
mientras están atento al paido el congreso destruye la reforma universitaria que estaba mejorando la calidad educativa del país que lindo país csm,0
