dato,etiqueta
grito maricón,1.0
saco de pus chiva loca estiercolozano a ti te gusta ser gato de los extranjeros como el usurpador felipe calderon y defiendes lo que ni conoces ofendes a una mujer no seas maricon per cuando se trata de hombres te vas cor,1.0
qué maricón me puse anoche,1.0
y ahora por qué se funaron al maricon de puass,1.0
me está poniendo re maricon este capitulo de la casa de papel lpm jajaja,1.0
esto muchas veces no se trata de tener baja autoestima solo maricon date cuenta de lo qué haces y que con tus acciones obvio las personas van a desconfiar en ti práctica lo que predicas sino es solo paja,1.0
mi primo gei se va a vivir a usa y mi tío el conservador dijo que iba a cumplir el sueño maricon jsjsjsjsjsjsjssj,1.0
zico estaba llorando le prendi el aire y se durmió q mañoso y maricón ni te cuento a quien le hace acordar,1.0
cada día estás más maricon pero aún así te quiero mucho manin,1.0
1 no es guayaquil 2 voz de maricon 3 correista nada más que decir,1.0
enhorabuena gardevoir por séptima vez consecutiva vas a formar pae del equipo de este maricón,1.0
no se sabe otra es un maricón tira culpas,1.0
ya vi que el chairo maricon del jordan si lee los twitts que bueno,1.0
maricón homofobico,1.0
mijito ponte el nasobuco que te va a coger el maricón es ómicron abuelo estos muchachitos de hoy en dia que ingenuos,1.0
mamaguevo maricon anda a miraflores pues y saca a maduro mariquito,1.0
si puedes escoger ser hombresi no te impoa que tu sobrenombre siempre sea maricon,1.0
llokala opa no te animas a decirle eso a chilave en su cara porque como todo masistas eres un masacrado llorón maricón terrorista que cuando llevan wasca lloran y se quejan de gulpe,1.0
que haces maricon,1.0
aurito no te amargues por ese tipejo con voz de sopaque se puede esperar de un maricón acomplejado al puro estilo del mariconazo de correa,1.0
ajá y maricón,1.0
feliz cumple maricon,1.0
incorporación de última hora se une nuestro nueve profesore un maricón otaku duchado que les enseñará a dictar recetas veganas en inglés a les niñes y una educación homosexualista e inclusive,1.0
chúpasela maricon,1.0
me bloqueó y sapeo el maricon jajajaj,1.0
el oficial mayor de la ángel gómez garza es captado agrediendo y llamando maricón a óscar kábata víctima de toura checa la nota completa con,1.0
y vo viejo de mierda opounista viejo de mierda penca no fuiste capas de decir nada al otro saco wea de al decirle a los empresarios que pongan trabas con esos dichos se quieren casar a 18 millones de chilenos viejo ql hip,1.0
seguro no está escrito en clave o algo quién de ellos es maricon cómo nosotros,1.0
q complicado es tener como mejor amigo a un maricón,1.0
2o día consecutivo q encuentro sin querer la cuenta de twitter de un maricón de 30 años de zaragoza,1.0
siempre lo voy a estar por qué somos amigos maricón noble tontito rió igual bajando un poco su mano para acariciar el cabello del otro,1.0
el presidente de bosques de zambrano enfrente al pueblo lleguese al congreso maricon cachureco arrastrado con helicópteros de la familia hernández que asco,1.0
maricon no dice la verdad no se midió el riesgo en la descarga del petróleo sin o con alea ellos deciden pero como cuesta unos 25000 dólares la descarga prefiero no gastar y miren ahora va gasta millones solo le recuerdoel,1.0
hay q ser maricon para pelear 2 contra 1 y más todavía x esa patada,1.0
adiós mariconque pasa hermanito ayayayayyyyy,1.0
no puedo hablar la maricon es ella,1.0
ah buenobueno entonces rey maricón t agradezco por estar acá rió y se limitó a disfrutar aquella muestra de afecto que ya le venía haciendo falta,1.0
maricon eso nos interesaba pero el pvto programa hace el marketing en su exrelación con andre,1.0
cuando le da el besito ayuda uvo te extraño mi maricon favorito,1.0
qué maricón no decir maricón,1.0
ni que fuera un maricon en busca de atención para hacer eso seguí paicipando gordito,1.0
mi deseo para este cumple es dejar d ser un puto maricon y un patético,1.0
ojalá un zombi mate ya al negro maricon este,1.0
itto devuélveme mis 80 deseos maricon,1.0
stream de valorant el que no entre es maricon asi de claro,1.0
andate luego maricon batardo perro qlcanalla ladrón violador espero que te puedas llevar todo tu patrimonio al infierno jajajkakakakakak,1.0
pero si era maricón mivida no se puede hacer nada jajajajaj,1.0
amo a mi familia pero esos comentarios de has subido de peso está demasiado flaca comerá maricon vive y deja vivir hpta ya no te metas con eso no es tu cuerpo y si la otra persona se siente bien déjala,1.0
la manera en que quien haya hecho este hilo no me ha metido como el profe de inglés maricón en fin suides olvidando a sus integrantes,1.0
lesbiana y maricon,1.0
dios mío y además maricon,1.0
x maricón,1.0
eres insidioso como hombre eres un maricon de la boca,1.0
no se si decie maricon miserable saco de weas enfermo del hoo o simplemente esperar q luego de tu comentario se haga justicia divina contigo pobre weon infeliz no te da ni para ser catalogado cromagnon basicu,1.0
dos vecinas de villalón condenadas por delito de odio tras llamar maricón a otro y pedir a gritos su encierro a través de,1.0
felipe eres el maricón sonriente del curso,1.0
y a es5e maricón q le pasó u,1.0
come mierda hijo de 60 mil millones de putas busca quien te pise maricon de mierda traidor,1.0
pero mas gordo y mas maricón haydee,1.0
oye maricon tontolos comunistas los odian a rolando jiménez lo expulsaron del pc cuando supieron q era gay y él che los hacía asesinar y a trabajos forzosos hasta morir en china no les permiten salir en tv y putin no los quiere y vos a,1.0
país hp donde la vida de un maricón peluquero vale más que 1000 líderes sociales asesinados por el gobierno duque en 3 años,1.0
bueno aquí tienes al rey maricón lo abrazó de lado feliz,1.0
q hacer utilizando una regla q eres maricón,1.0
omicron o oh maricón,1.0
pedazo de puto maricon te ibas a 220 hoy,1.0
o pone la plata vos maricón para traer el técnico que querás,1.0
el piedra papel o tijeras quedaría así republicano gana a moro que gana a mujer que gana a maricón,1.0
yo llego de clase a comer con mis abuelos con una tote bag de colorines q me encanta mi abuela eso q llevas es de maricón y después ha dicho q si se es hombre se es macho en fin llamadme cínico pero creo q las relaciones familiares están sobrevaloradas,1.0
mi movil esta maricon hoy gracias a dan,1.0
porque no da la cara ese pobre hpta voy cuando me da la gana gasto lo quiero idiotas ese maricon es el típico socialista de boca como todos,1.0
el adulto homosexual decide sodomizar niños ese es siempre la regla general el maricon adulto y más si es viejo busca a niño y adolescente para sodomizarlo y de ahí salen más maricones,1.0
uu loco q bronca me da q metan a gaspi en el quilombo del fisura maricón ese q el fisura haya tenido ese pasado no significa q gaspi sea el culpable o haya encubieo a un abusador el pibe q sabía si él jode a personas en la calle xd,1.0
pero q flor de maricon q sos julio ullon,1.0
len donde estas despiea maricon,1.0
subsecretario de derechos humanos ante la evidencia que se muestra cómo se procede o se procederá ya que ir a la puede significar ganarse una putiza o ser llamado maricón,1.0
no creeme que no solamente era un maricon de mierda,1.0
me acordé cuando me puse a hablar de la muee con un amigo y me dijo que parará pq es un tema que lo ponía mal no podes ser tan maricon hermano,1.0
maricon d mierda,1.0
no podes ser tan maricon,1.0
pa con quien dormiste hijo nico con lu mi novia xq pa no por nada y vos hija yo solo ya basta no me jodas mas porfa toda la familia cargándose de risa de mi yo ya voy a tener y voy a ser el mas maricón y pollerudo jajaja,1.0
igual me escuché toda su discografia la culpa la tiene damon viejo maricon,1.0
jajajaja bdddnbdn con bdddf gafo murmullo de pavo ladrón arrastrado lo único que has hecho bien es tu culito pelado que por cieo nada tiene que ver con la idiosincrasia venezolana y que en venezuela es considerado una demostrac,0.0
pinches chillones de mierda sobre todo tu maricon troncooo,1.0
tiene unas pintas de maricon de carcel que tira patrás,1.0
pues con las parejas siempre acabo diciendo el impersonal nene a mis amigos me sale el decirles maricón y ya luego no tengo apelativos cariñosos más allá del típico pero cielo jamás,1.0
maricon traidor no tenés palabra de hombre te saliste de la línea maldito ambicioso hoy te toca andar como rata escondiendote del pueblo reflexiona y que se te baje la mierda que tenes en la cabeza por tu culpa y la de ambici,1.0
ay joder esperaba que a juan le llamaras puto maricón vaya giro de guion al final,1.0
engendro maricon no es adveencia es amenaza que te pasa,1.0
mi yo de 12 años me haria bulling por maricon,1.0
vale pero es maricon no te lo vas a coger,1.0
ves eres un puto maricón miedoso ni te acercas y eres mas fuee y veloz que yo,1.0
t amo pero el maricón culo roto eres tú,1.0
no maricón,1.0
desde que me puse en algo serio con alguien estoy mas maricon que carajos,1.0
que cómo sé que es maricón lleva una corbata de leopardo,1.0
maricón de mierda por favor denuncien por,1.0
un viejo maricón bien vestido leyendo lovecraft,1.0
más pruebas de la descomposición institucional de nuestro país un miembro de la grabado en video amenazando y llamando maricón a un ciudadano que sigue un proceso vendrán cosas peores tristemente,1.0
este man esta fumando mucho de esa mierda en su vida ha peleado ni por un asiento en una iglesia va a decir q tiene autoridad pobre maricon tan bobo su papá si tenia huevas y toda la autoridad ese no se le arrugo a nadie y se hizo a pulso,1.0
escribiendo con puras caritas como el propio maricon,1.0
del año 2000 para atrás podían hasta decie maricon si decías eso en público seguro que en el año 1000 también apostaban por la paridad,1.0
ven maricon te voy a pair los huevos,1.0
donde puedas fingir q eres un cani maricon ahí es,1.0
esos hdp nunca van aprender a ser gente maricon es le gusta atacar hasta los niños chicos bastardos,1.0
óscar kábata víctima de toura asegura que cuatro funcionarios de la dirigida por rosario piedra lo golpearon y compae el video en el que ángel gómez garza oficial mayor lo amenaza y lo llama maricón ellos cuidan a las víctimas no tienen madre,1.0
maricon nos acabamos de encontrar a energuia,1.0
ángel gómez garza oficial mayor de la cndh que preside amenaza con dar una putiza y llama maricón a óscar kábata víctima de toura por pae del ejército,1.0
con 12 años en un viaje de fin de curso me echaron tremenda bronca por estar en la habitación del hotel con 6 ó 7 amigas básicamente me vino el mega cuñado profesor de educación física como si las hubiera intentado violar o algo y yo con cara de señor soy un pedazo de maricón,1.0
maricón vamos a intear,1.0
calla maricón,1.0
llora maricon,1.0
de donde tú hablas o escribes maricon es muy fácil empujar desde afuera incorpórate y lidera,1.0
si te apetece ser putisimo maricon de mierda si si te tienes algo de respeto no,1.0
maricon qué sentido como q erklas mas q yo que pitó timó,1.0
k si joda x maricon,1.0
eueueueue me pones maricón te amo más,1.0
me quedo mueo que era el maricon ese,1.0
s ve d maricón va a ti,1.0
maricón treintañero tenias que ser,1.0
con razón eres tan maricon,1.0
joder con el calvo que ingenio tiene con lo de las cuadras de caballos lo que sobran son putas en cádiz con tanto maricon suelto y te repito que preguntes a tu madre que es lo que me gusta,1.0
se está evaporando el maricon,1.0
un chaval en el insti metiéndose con mi hermana diciéndole que tiene un hermano maricon a modo de insulto,1.0
en todo caso el maricon guzman ya estaba mueo como lo apuñalaba longueira con el puñal de carne jajajajajajaja,1.0
por maricón,1.0
para mi los varones que creen que cuando una brinca o se mueve con escote y tetas es provocar automáticamente me demuestra que nunca ha tenido contacto femenino o visto a una mujer con pechos grandes y cree que son para él por maricon,1.0
te equivocas no soy maricón,1.0
5 personas para qué revisen los papeles de contratación5 y cada maricon encuentra un supuesto documento faltanteno esa plataforma del sigep ii retrasa tododejaron de ser ágiles en la contratación desde que los hackearon hoy cumplimos 15 días en la revisión enhorabuena,1.0
maricón y cobarde,1.0
estoy en mi derecho gay el poder decie maricón,1.0
uuh soy maricon pero bueno,1.0
justicia divina si fuera por eso tú no debiste nacerpedazo de mariconcerebro con aguapuede no gustae sus opinionespero de ahí a festinar con la pérdida de su hijoes qué hay qué ser bien weónno me alegra para nada,1.0
q dices maricon la tuya más x si acaso,1.0
recién te vacunaste maricon,1.0
ven y callame maricón,1.0
diego me ofende es un tremendo gay el maricon,1.0
no había visto un alcalde tan maricon como el de maipú me gustaria ver cuando entregue la alcaldía el con cuánto déficit va a entregar dejese de nombrar a la barriga no se escude más en ella lleva cuanto tiempo en el cargo y sigue la antigua alcaldesa saliendo,1.0
viejo y rependejo además de maricon,1.0
no es gay es un maricón,1.0
ese es el mismo lfc q se meo en los pantalones en el taurazo maricon de presidente con pistola cualquiera es machito,1.0
sipo maricon teni que ir cuando este yo,1.0
no confiable maletero ególatra dictatorial desagradable en mis tiempos a estos especímenes les decíamos maricón sonriente sólo que éste no sonríe,1.0
tu maricon dile al alex q no m va el dm,1.0
y sale el maricon de baji,1.0
no se quienes son peores si los fachas que para esto no les impoa pagar impuestos o los progres que dicen que vamos a favor de putin por no querer la puta guerra y encima te saltan xq vas con putin si eres maricón en plan dhhdhshahah,1.0
que problema el tuyo euric la feminización del hombre euric yo soy reverendo maricon y pocos son los heteros que se me paran al lado claro pienso en eso al ver publicaciones cómo está porque no tengo eso pendiente no veo un actor o una línea aística como un problema,1.0
mira mira maricon tú,1.0
hoy ando re maricontu ausencia me hace cada vez peor pame haces mucha falta,1.0
kkk cómo le voy a tener fobia a un maricón,1.0
inglés reina q soy maricon,1.0
pero no te había dado un paro maricon,1.0
maricón y aún no se sienta en el trono,1.0
viejo malparido cínico no debería ni hablar bien que ha robado usted y su paido de mierda porqué no se calla más bien si candidato es zuluaga o rodolfito viejo maricón vaya para su finquita y ya jubilese deje en paz a colombi,1.0
maricon y macho,1.0
buen día quien es angel gómez garza esta en su radar bueno pues es oficial mayor de cndh en este gobierno ese hombre amenazó a oscar kabata víctima que buscaba ayuda y junto con otros 3 golpearon le dijo maricón a la víctima después de golpisa,1.0
propuestas desviadas como la de su chera el maricon ese,1.0
y ganado tienes tú na mas maricon,1.0
maricón culiao,1.0
al presunto maricon del pelo decolorado q acabo de ver en el bus revientame,1.0
si se refiere a que luzco como se me da la gana sin miedo a que un tipo de hombría dudosa venga a amenazarme entonces sí señor dallas soy maricón,1.0
callatw maricón,1.0
usas este filtro eres feo maricon o las dos cosas,1.0
con marícon,1.0
imagino a vas a mostrar el crédito hipotecario a tu nombre y pagado por ti ladrón picante y maricon,1.0
cn maricon,1.0
y porque eres maricón,1.0
el perro así parezco maricon yo venga es pa una foto no pongas esa cara de estupido,1.0
vos decidias si querías comprar o no este maricon es otro nivel tavo no nos respetó ni por ser discapacitados,1.0
que empiece la guerra ya quiero vee escapando a lo maricon como acostumbras,1.0
entras a y ves que el maricón perseguido menos preciado culero hocicón y mameo de es tendencia y te preguntas ahora a quien quiere cancelar este puto prieto racista acomplejado,1.0
no paaaa tas mal maricón ponte serioooo,1.0
al mismo culibajito que abuchearon ghitis maricón,1.0
que lindo un minero negro y maricon roteando gente jajajajaja pobre estupido sacate el aji del culo mejor,1.0
no te pesi q me lo enseñases puto maricon,1.0
y porque eres maricon dilo,1.0
maricon esta demas que todos los lunes tengamos que hacer un mock pt test vamos,1.0
no sólo por fakecel sino por maricón y hacer un server normi,1.0
usted si será huevon chavista maricon,1.0
más care verga serás tú perro malparido en ningun momento te he faltado el respeto maricon vaya y coma monda usted y toda su hp generación porquería q yo publico lo q me de mi perra gana cachón,1.0
responde whatsapp maricon deja de tuitear,1.0
alto maricon el de camisa de flores a ese si hay que cagarlo bien a piñas,1.0
ay vernon que eres maricon te amo fan de maneskin,1.0
toma leso nunca dijeron que estuvo inválida acá te dejo foto de maricón que si se hizo el larry,1.0
literalmente no se ni de que va pero vi que te llamaron maricon por eso y he aprovechado de que va y por dinde se ve,1.0
se me pasaba decie que el fragmento del libro no habla de su padre si no que es paco su ex novio que habla de su infancia jorgeja del suyo solo dice que en casa repetía prefiero un hijo mueo a un hijo maricón por favor rectifica,1.0
los que te llaman maricon por verla son literalmente maricones reprimidos,1.0
es el 33 maricón,1.0
es que capaz sea maricon,1.0
hola juan dime friki te demuestro que eres maricón vplp yo soy hombre si sueñas que te persiguen pa violae y corres hasta un precipicio qué haces te tiras o dejas que te violen obvio ante la muee que me violen sabía que eras maricó,1.0
sos bien maricon ctm que teni que andar amenazando perkin ql enfermo ctm,1.0
dale un hijo pues maricon,1.0
estás babeando la comida asqueroso lavate la cara y no seas maricón,1.0
maricón nada más que decir,1.0
poco hombre de rodillas solo a dios varón que se respeta da su vida por su familia y no lloriquea como maricón,1.0
y se hizo realidad no solo eres maricón sino que también aweonao,1.0
pasa pero no se lo toma como violaciónno te dan bola y encima te tratan de maricon,1.0
éste maldito indio maricon y degenerados delincuente se á dedicado al desprestigio de la policía,1.0
ibas a ser hombre te metiste a la izquierda y ya eres un maricon,1.0
abro hilo del maricon este aquí se pone a manchar la memoria de 2 grandes me parece una falta de respeto ya que hitler nos quitó a los inútiles del medio y franco nos quitó a los maricones,1.0
lo que dura pablairo sin decir que es maricon pedir polla y soltar sandeces,1.0
te ve desde el cielo maricon,1.0
lo que sucede es que a algunos les encanta ejercer el derecho a ser considerado maricon y no me refiero a la comunidad lgbti,1.0
hablo del maricon de nacho si revisas todos sus tweets son insultando a ronaldo,1.0
si putas y vicio es lo uno que se ve alla menos tik toks y mas trabajo maricon claro pues que es comprensible q cuando uno ya sabe que se tiene q ir de donde trabaja no le dan ganas de hacer nada,1.0
mare mi amor maricón,1.0
lo mejor del día a día en twitter meterme en berenjenales con los fachas y que la única manera que tengan de insultarme sea decirme maricón mis cielas eso ya lo sabía yo,1.0
que orgulloooo que orgulloooo ser de garra y no un maricon pirulo,1.0
maricon eres guapísimo,1.0
que habrá sido del compa que le aforro un comete a gabriel boric después que el maricon vendiera la movilización estudiantil en la uch deberia tener su mano en un escaparate de museo gran sujeto te recuerdo y admiro,1.0
sos el menos indicado para opinar bolo maricon y ladrón tené y decí cuantos millones te robaste descaradamente del pueblo salvadoreño hdp mañana llego a nicaragua a dae en la nuca,1.0
woke me han leído como persona masc broke me han gritado maricón de mierda hay algo muy irónico en que esto te pase camino a pedir tu primera cita con el endocrino,1.0
si me da adco su pj es un maricon,1.0
que bicho tan maricon de pana,1.0
el mundo al revés ángel gómez garza oficial mayor de la cndh agrede y llama maricón a óscar kábata víctima de toura aquí el que involucra a 4 funcionarios ónencndh,1.0
bro cambiast de mal pa peor tienes mas pinta d maricon ahora q antes,1.0
yo lo pienso por culpa de los maricones por eso hago distinción entre maricón promiscuos de esos y gay formal como yo y los pocos que hay que queremos una vida normal y sana,1.0
que risible el maricon y drogo del diputado no querido por sus padres brush me tiene bloqueado que dolor cómo se nota que a los de ni no les gusta la crítica con conocimiento solo de los aduladores y ciegos vamos bien si los de nuevas ideas diputados te bloquean,1.0
cada día eres más maricon y por consecuente cada día te pareces más a paco,1.0
un hetero diciendome que hacer cuando me insulten por maricon me pao la pollisima,1.0
también maricon como la dueña,1.0
ahora me pongo yo modo boomer maricón no voy a decir que las primeras de rupaul sean mejores pero es que lo eran,1.0
me llaman maricon les digo cosas tan feas como anda callate un mes compraros unas chuches y dejad el lol comeme los huevos y me sale con que las reglas son iguales para todos xd,1.0
lmaoaoaoaoa ni pinga pendejo maricon cabron hijo de puta,1.0
yo soy maricon favorito invita,1.0
maricón están las tanxus rayden maa las asuca y rigobea,1.0
xarli maricon ábreme la puea,1.0
no soy maricon ni obeso ni travesti ni trans ni peruano,1.0
q hay d jueces y fiscal q pillaron en caagena de indias denunciados y pedida extradición hasta la barragana d garzón denunció siendo ministra también afirmó q marlaska es maricon tiene derecho a serlo faltaría más pero no hay derecho,1.0
si mi gato anónimo jajajada la cara por lo menos mariconanónimo sin vidapon la foto bobo jajajabolsas tristes,1.0
comprensión lectora 0 en ningún momento te llamé maricon porque lo de chupar pollas va por otro lado y lo de pougués no es un insulto si no una realidad en lo que conveisteis o intentáis llevar el gallegoa separarlo de esp,1.0
porque es un perfecto maricón,1.0
quién es el maricón aquí,1.0
creo sin lugar a dudas que este es un gran maricón,1.0
hasta una serie para ocultar que es maricon y seguir vendiendo botas nike y calzoncillos si tal y como están las cosas igual le viene bien hasta admitirlo,1.0
cuenta en facebook restringidamientras se cansan de subirviolencia todos los diasno dan lugar a explicacion algunaaveces mariconno se refiere al sexo eso era comun antes a quien llorisquiaba por cualquier cosa o era demasiado quejosonada que ver con inclinacion sexual,1.0
lo único que te hace un maricon de esos grandes es botar por el que dice uribe,1.0
viejo cretino y maricon,1.0
ex sendero los quispe palomino son senderistad que no siguen al maricon de abimael es diferentetroll arrimadolee la república ya dijo que fue esa gente primero quisieron echarle el pato al fujimorismo pero ante,1.0
eso era estilo maricon,1.0
el maricon de mi hopekook los amooooooooo,1.0
paraquito maricón,1.0
y van y meten medio capítulo del despear como maricón pedófilo del padre de nate es que todo mal,1.0
recordé al mongolico que dijo muestra el acta de difusión de la chica para creee y con esto me da mas rabia lo maricón e insensible que fue el si se merece que lo hagan mierda,1.0
el que maricon,1.0
me están llamando maricón por decirlo pero voy a fiarme de tu criterio,1.0
estoy tristísimo amo demasiado a venti mi primer comfo character en genshin su misión me hizo llorar la primera vez que la hice hasta mondstadt es mi ciudad favorita soy un maricón,1.0
maricon cuantas veces al día dices la palabra ratifico y no pasa un coño sucio zurdo traidor,1.0
maricon es poco lo q te estas sintiendo porq el q se lo siente es mi pueblo pero no te preocupes pollito q tu agua esta en la candela,1.0
pablo alborán es maricón,1.0
respuesta este gobierno va a durar menos que el del borracho y maricón que se mató porque sinó lo harían de cuba o la urss saluditos enferma,1.0
no veo a ailin desde ayer al mediodía y ya la extraño que pedazo de maricon,1.0
loca porque tanta fijación anda buscando macho o que maricon triple hijueputa petrista y del américa eso es que te encanta el pene como a tu papá no jajajajajajajajaja,1.0
se enojo el maricon,1.0
gracias al maricon del comandante borolas tenemos a este monopolio que en ningún momento hice la contratación de esta empresa y uno se tiene que chingar porque es lo único que hay,1.0
nunca habia escuchado eso oe maricon ksjdjajd,1.0
tengo un maricón al lado y no hay quien lo aguante,1.0
me he comprado un bañador con mangas que me ha costado mil pavos lo que es el bañador sólo 16 pero ahora tengo que contratar un crucero para poder estrenarlo con mangas y veraneo en rota en qué estaría yo pensando maricón,1.0
jsadpijasgiadhbfi dios es muy chistoso que maricon,1.0
benedetti ha recorrido todos los paidos políticos jalando bola bueno le ha servido para atornillarse en el senado ese pacto está lleno de toda la basura política del país guerrilleros violadoresnarcos destituidos y ahora tienen este,0.0
más valee que lluvia ni lluvia ningún maricon soy,1.0
al menos no te han dicho maricon varias veces por tener las uñas pintadas,1.0
ladrón hdp solo existes por las redes y debes estar libre para saber y escuchar y grabar todas tus conversiones con los enemigos de la patria y saber hasta cuando te tiras un peo que por cieo ya no suenan mucho lo tienes es reventado pedazo,1.0
usted no sabe nada de energías alternativas usted es un gordo diabético ignorante y fracasado yo teconozco maricón,1.0
denuncien su perfil como pública contenido no apto para menores a ver si así al puto maricon de se le vuelve a ocurrir meterse en donde no le llaman,1.0
si mmv ti eres el único sabidoporque mierda no te vas con tu ídolo el maricon asesino y profugo de correa y dejas en pas a este paispor gente y pensamientos como el tuyo son estas consecuencias que vivimos fruto de la d,1.0
un día de estos se me va a escapar un hola maricón o un ay tía hoy no me despeé muy católica o sea yo me entiendo cuando entre en el despacho y no sé quien de los dos se muere antes lmao,1.0
maricon mentiroso,1.0
encontré tan cobarde al tipo estoy segura si los vendedores hubiesen sido hombres no les reclama nada eran mujeres que las vio solas e indefensas es un maricón sonriente,1.0
hay que hacer cantar al maricon de brazos coos es tan cobarde que basta apretarlo un poquito para que cuente todo,1.0
éste veía a un maricón a 100 m y del susto se fue a bolivia,1.0
1 como si fuese lo único irracional que hayas propuesto puto maricón 2 me chupas los huevos por debajo del culo 3 cuando quieras atomizador de cromosomas extra,1.0
cállate maricon qlo,1.0
javi hugo ves porno gay hugo pero tú eres maricon,1.0
usted está nombrando la niña maricon mil veces hijueputa respete los niños típico de uribistas meterse con los infantes paraco,1.0
eso lo pintó de cuerpo al maricon de rosquich entrenar para defenderse de mueos por esa barbarie de ves con razon les cae sicarios del periodismo,1.0
para entender los deseos hay que ver cine de almodóvar es algo que sólo pudo ser redactado por un maricón frustrado es así maricarmen,1.0
jugar contra un maricón ayuda,1.0
lo q es el moñeco ese es un maricón q quiere ligarse a todo cristo,1.0
ya lo sé maricon ya lo sé,1.0
te go los sueñas más qleros soñé q yo era shera y tenía un amigo maricon q conocí en tuiter y manejaba una cuenta de declaraciones y q su familia era la familia de escuelas de súper héroes y luego q me perdía en el mar y era comida por un tiburón rojo y así me conveí en,1.0
este hp cree que está en puras novelas maricon hp,1.0
jajaja pero que idiota ese paraquito maricón,1.0
te iba a llamar pedazo de maricon pero uso el ibai electrocutado,1.0
mikel un maricon que al final verá a harry estilos,1.0
puto maricón,1.0
la segunda imagen es literalmente conmigo hola maricón t odio,1.0
me gustaría saber cual es la diferencia entre los que insultan vete de aquí negrata vete a tu tierra sudaca fuera de aquí maricón y los que escriben te bloqueo fascista por no opinar lo mismo te denuncio para que te echen de twitter por no estar de acuerdo conmigo etc,1.0
remil maricon,1.0
la queja no fue del insulto en sí sino de la difamación ya que ella pretende decir yo solo le dije que no insulte y me insulta lo cual es mentira me dijo maricón,1.0
la serie original de tnt maricón perdido producida por el terrat the mediapro studio para warnermedia ha sido nominada por los glaad media awards a mejor serie de ficción en habla española,1.0
le dije que su pareja la había dejado por castrosa como respuesta a que ella me dijo que tenía una pareja homosexual y que era un maricón y hubiera estado bien ahí s,1.0
mejor q lucas maricon vázquez es cualquiera,1.0
fuera nazis dice el hijo de pua que se dedica a decirle maricon con ets a los homosexuales da la cara anda virgen que no tienes ni media hostia usas esto para descargara rabia de que te han despreciado toda tu vida y de que no te quieran,1.0
kiero tirar indirectas pero seria mui maricon d mi pae asi ke hasta q no me den los huevos para arrobarle como normalmente lo hago no digo nada,1.0
se que no esta bien hablar del cuerpo de otro pero guaton csm pelao maricon que se hace el choro,1.0
sabia que eras maricon,1.0
mentira le dije que su pareja la había dejado por castrosa como respuesta a que ella me dijo que tenía una pareja homosexual y que era un maricón,1.0
yo una vez casi llamo a mi madre maricon,1.0
en inglés queer you are en español maricón perdido,1.0
tienes más cuea que un elefante maricon wueon,1.0
como vuelva a escuchar a otro tío cishetero decir maricón le voy a pair la boca 1er aviso,1.0
están blanqueando el fascismo y legitimando los delitos de odio las palizas por maricón o bollera empiezan justo ahí cuando se normaliza que una asociación pueda pedir sin rubor que se recoen nuestros derechos pero no vamos a permitirlo,1.0
ahora ahora si que si cuando a la calle contra este ctm de boric que a traicionado al pueblo se dedico de llenar su boca de falacias es un maricon más,1.0
el gay que va a por un jovencito marica viejo super maricon no habíais comprobado el resultado,1.0
suee maricon,1.0
métetela tu pinche pendejo maricon,1.0
luego te voy a decir unas cositas cuando acabe de culearme a la puta de tu madre te abro md y el culo de paso maricon,1.0
no era el padre de jj está relatando la historia del padre del que fue su novio su padre decía que prefería un hijo mueo que un maricon,1.0
a los gays les gustan jovencitos sin barba ergo sin barba maricon,1.0
que wacho maricon soy,1.0
una profesora nos ha hecho presentarnos diciendo algo de nosotros y yo solo he podido decir que no sé porque lo único en lo que podía pensar era en que soy maricón,1.0
no me puedo enojar con mi novia pq paso 5 minutos en la tl y ya la quiero mencionar en cada cosa linda q vea soy un maricón con correa soy un maricón con correa,1.0
ha sido una revelación estaba viendo maricon perdido y dije eureka,1.0
es que no mames imagínate acá ser un pendejo castroso de cagada todo idiota y bien puto maricon pero al mismo tiempo ser la verga acá de que todos te la pelan dormido literalmente yo,1.0
no lo creo soy mal hermano y ademas un maricon que se lastima así mismo,1.0
0 igual que ustedes maricon,1.0
illojuan maricon,1.0
el lameculos vendiendo humo de razón la perrita siad te la hace con el gran germán payaso maricón cornúpeta,1.0
masculinidad frágil es el maricón perdido de toda la vida de los woke,1.0
braian voy a ir a argentina solamente para pegae hasta que te arrepientas de decir eso maricon,1.0
y tu porque maricon porque no pones tus nalgas en subasta,1.0
bran se fue a trabajar y le digo porq se iba y me abandonaba una carita de pobrecito puso mi maricon por eso ahora voy a dormir por el t amo mi vida,1.0
tanto así maricon que también vas ha pedir verga gratis,1.0
tranquila yo no soy maricón,1.0
felicidades maricón tienes globos en el perfil,1.0
hola soy de badajoz maricon,1.0
aliviado porque me han puesto la dosis de refuerzo y sigo siendo maricón,1.0
también no quieres verga gratis maricon de mierda mueo de hambre,1.0
todo un todo un maricon,1.0
te contradecis we mencione en los tweets por que hablar mal de alguien por la espalda es de maricon,1.0
se me está haciendo eterno enero maricon cuando termina esto,1.0
al final me hundís la carrera quiero aclarar que tiene 25 años aparenta 25 años y el único problema con su compoamiento es que joster es maricon pasen rigurosa jornada,1.0
ranpo m dejas mutar a jean de genshin o sos maricon,1.0
que opinas tu maricon delincuente de a v,1.0
noooooo a mi tmb me dio el covid hace nada pero fue castigo d dios x maricon,1.0
jaja pillate un ave y deja de quejae maricon,1.0
k maricon como si el fuera la victima d todo,1.0
